"","Date / Time","City","State","Shape","Summary","Posted","Duration"
"15329","2/5/11 22:45","Oxford","OH","Triangle","Triangle object. Bright lights on all three corners. Hovering down the highway.","12/12/11",30
"15330","2/5/11 21:00","Conway","AR","Triangle","sighting of hovering triangle shaped ufo over conway,arkansas","2/8/11",NA
"15331","2/5/11 18:50","Raleigh","NC","Triangle","V-Shaped Craft Hovering Above the Intersection of Six Forks Road and I-540 in Raleigh NC","2/8/11",10
"15332","2/4/11 22:00","Porter (NE outside Houston)","TX","Triangle","Large object passes overhead in night sky, totally silent, white lights and a single blinking green light","2/8/11",2
"15333","2/3/11 07:00","Lehigh","FL","Triangle","Black triangular craft with no running lights and two blue burners on the bottom flying near hwy 82 and sunshine in Lehigh","7/17/11",10
"15334","1/31/11 19:00","Atlantic Beach","FL","Triangle","Hovering triangle cratf with orange/white red lights","2/8/11",10
"15335","1/29/11 23:30","Chino","CA","Triangle","60 freeway upside down white triangle.","1/31/11",NA
"15336","1/28/11 22:30","Galesburg","MI","Triangle","I saw what looked to be a nearly stationary private jet in mid-air, and an aircraft 3 hours later that I can not identify.","1/31/11",3
"15337","1/28/11 20:45","Encinitas","CA","Triangle","triangle of lights fly over Swami's point in the evening","2/8/11",20
"15338","1/28/11 01:00","Bay Harbor","MI","Triangle","Triangle U.F.O. seen over Lake Michigan, January 2011.","2/8/11",120
"15339","1/27/11 02:38","Pensacola","FL","Triangle","Black Triangle/Pyramid shape craft. had three lights each corner with a dull red light glowing in center. Slight humming noise.","1/31/11",8
"15340","1/25/11 19:11","Riverside","CA","Triangle","Extremely fast black triangle","1/31/11",1
"15341","1/25/11 02:30","Petaling Jaya (Malaysia)","","Triangle","triangle sheped craft threw out a stone which is glowing","1/31/11",5
"15342","1/22/11 18:30","Cypress","TX","Triangle","A single Triangle UFO flew quickly and silently over Cypress, Texas, at night.","1/31/11",NA
"15343","1/22/11 00:00","White Mills","KY","Triangle","Sighting of 2 triangular shaped flying objects","1/31/11",35
"15344","1/21/11 18:45","Napa","CA","Triangle","Triangle shape with orange white lights moved directly above me while driving.","3/10/11",15
"15345","1/21/11 17:15","Sutton (South Worcester Co.)","MA","Triangle","Triangular craft over Rte 146","1/31/11",10
"15346","1/19/11 14:50","Citrus Heights","CA","Triangle","saw 3 red lights going threw the sky in sacramento Ca.","1/31/11",5
"15347","1/19/11 02:00","Tampa","FL","Triangle","somthing  came out of the ocean and flew up with a boom, out of sight in seconds","2/8/11",2
"15348","1/18/11 22:30","Ferndale","WA","Triangle","Triangle Shape, no noise, no lights","1/31/11",4
"15349","1/17/11 22:45","Hendersonville","TN","Triangle","BRIGHT LIGHTS IN TRIANGLE SHAPE OVER HOuse","1/31/11",2
"15350","1/16/11 22:10","New York","NY","Triangle","4 bright orange blur lights moving in the sky like 4 flars with no smoke try to take pictures but  any they disapeared","1/31/11",NA
"15351","1/15/11 20:00","Watson","LA","Triangle","Triangle craft in Watson, la.  Traveling over a field and then crossed the hwy.  and vanished. On January 15th at 8:00 pm I was  he","2/8/11",3
"15352","1/15/11 14:48","Valley Village","CA","Triangle","Triangular Shaped Object With three lights on the bottom in Valley Village,CA","1/31/11",115
"15353","1/14/11 22:00","Davis","CA","Triangle","Black craft in triangle shape in a big field between residential neighborhood and country. Approx 15-20 yards wide, about 150-200 ft up","1/31/11",2
"15354","1/14/11 18:00","Sarasota","FL","Triangle","I was driving on Fruitville road, not fare from Sarasota's airport, it was dark about 6 PM . I saw five bright lights in a triangle for","1/31/11",1
"15355","1/12/11 00:00","Diamond Bar to Riverside","CA","Triangle","Going E on the 60 freeway at Diamond Bar, CA around midnight, we spotted what appeared to be a bright star.","2/23/11",30
"15356","1/11/11 19:45","Springfield","VT","Triangle","Two unidentified crafts following each other slowly.","1/31/11",5
"15357","1/11/11 06:03","Delray Beach","FL","Triangle","bright, orange triangle in the sky","1/31/11",1
"15358","1/10/11 21:30","Port Clinton","OH","Triangle","5-10 Triangular and Spherical UFOs hovering over the Bay","1/31/11",NA
"15359","1/10/11 18:38","Ottersberg (Germany)","","Triangle","Triangle Object - 3 flashing white lights blinking slowly synchron","1/31/11",4
"15360","1/10/11 07:00","Salem","OR","Triangle","Large slow moving objects high in the sky above salem oregon","1/12/12",NA
"15361","1/6/11 20:30","Murrieta/Wildomar","CA","Triangle","three giant yellow lights, in a triangle form, hovering.  ((NUFORC Note:  Suspected parachute jumpers. PD))","1/31/11",1
"15362","1/6/11 19:30","Murrieta","CA","Triangle","Object with 3 very bright lights that made no sound in a triangle shape  ((NUFORC Note:  Suspected parachute jumpers. PD))","1/31/11",NA
"15363","1/6/11 19:00","Iowa City","IA","Triangle","Triangular aircraft with white and red lights.","1/31/11",10
"15364","1/6/11 18:30","Eugene","OR","Triangle","huge triangle with 3 lights","1/31/11",4
"15365","1/5/11 20:00","North Pole","AK","Triangle","It was dark and we noticed six circular lights in a triangular formation pretty high up in the sky moving pretty slow from the south we","1/24/12",20
"15366","1/5/11 06:00","San Francisco","CA","Triangle","Black silent triangle hovering over a field.","1/5/11",5
"15367","1/4/11 22:25","Felton","DE","Triangle","Three triangular objects with rotating, colored lights appear in the western night sky over a mid-Atlantic town.","1/5/11",15
"15368","1/4/11 20:17","Harrodsburg","KY","Triangle","Bright Triangular lights seen over Harrodsburg, KY.","1/5/11",8
"15369","1/4/11 02:50","Vincennes","IN","Triangle","I witnessed a short-duration, triangle-shaped UFO in Vincennes, IN on Tuesday 01/04/11 at 2:50 a.m.","1/5/11",3
"15370","1/3/11 19:30","Gainesville","FL","Triangle","((HOAX??))  Camouflaged UFO","1/5/11",NA
"15371","1/2/11 21:33","Arlington","WI","Triangle","While driving home, we saw a low flying triangular shaped aircraft, with lights that hovered, changed directions, and moved silently.","1/5/11",5
"15372","1/1/11 07:25","Murrieta","CA","Triangle","bright white lights, triangle ufo flying towards the coast over murrieta, california","1/31/11",1
"15373","1/1/11 00:15","Milmont Park","PA","Triangle","UFO Sighting, 7 of us never seen anything like it in Milmont Park, PA !!!","1/31/11",10
"15374","1/1/11 00:11","Bradenton","FL","Triangle","red-amber colored lights in the shape of a triangle, one light in middle moving at a low altitude at a slow rate of speed.","1/5/11",NA
"15375","12/31/10 00:57","Auburn","WA","Triangle","AT  12:57 AM  12/31/10  I  WATCHED  A  V  SHAPED  CRAFT  TRAVEL  FROM  THE  SOUTH  EAST  IT  WAS  ORANGE  IN  COLOR  AND  IT  NEVER  MA","1/31/11",2
"15376","12/29/10 21:00","Wagram","NC","Triangle","The object was floating over the highway just above the tree line with red, blue, and yellow lights on the bottom of a dark surface","1/5/11",20
"15377","12/28/10 17:31","Fremont","NH","Triangle","Around 5:30 a triangle shaped craft was moving south-south west. There wasn't a sound in the air.","1/5/11",2
"15378","12/27/10 20:00","Fremont","CA","Triangle","UFO was observed as a triangle shaped object with a glowing green light below,  Craft lowered to 1000 feet, hovered  w/ no sound .","1/5/11",20
"15379","12/26/10 22:54","Anaheim","CA","Triangle","three lighted triangular object","1/5/11",5
"15380","12/25/10 22:14","Vanderbijlpark (South Africa)","","Triangle","Brownish Colour with 2 lights","1/5/11",10
"15381","12/24/10 19:00","Chelsea","MA","Triangle","on cristmas eve around 7 pm i went outside to smoke a cigarette i always look to the sky since an unexplained experience i had back in","1/31/11",10
"15382","12/23/10 19:30","Southport (UK/England)","","Triangle","red blue green triangle seen over southport","1/31/11",1
"15383","12/15/10 23:00","Campbell","CA","Triangle","Triangle UFO over San Joes, CA 12/2010","1/5/11",2
"15384","12/11/10 19:00","Springfield","NH","Triangle","Three white lights seen over I-91 in Springfield, NH","1/5/11",2
"15385","12/9/10 19:45","Corona","CA","Triangle","V-shaped craft observed at low altitude moving swiftly from north to south over Corona California","1/5/11",4
"15386","12/8/10 21:28","Gwynn Oak","MD","Triangle","It was a sight to see,","1/5/11",21
"15387","12/7/10 10:40","Portland","OR","Triangle","2 sightings of a ufo in a 3 month time frame in PDX","1/5/11",40
"15388","12/6/10 14:30","Vancouver","WA","Triangle","Triangular Space Craft by Stapleton Rd. Vancouver","1/5/11",5
"15389","12/5/10 20:40","Streamwood","IL","Triangle","Triangular shaped object illuminated bright white with one circualr white light at each corner.","1/5/11",10
"15390","12/5/10 19:00","Vancouver","WA","Triangle","UFO sighting Vancouver, WA December 5th, 2010.","1/5/11",NA
"15391","12/4/10 20:00","Ward","AR","Triangle","Triangle in the North West sky.","1/5/11",10
"15392","12/4/10","Al Jizah (Egypt)","","Triangle","An orange yellow triangle shaped thing flew at a high attitude from northeast to east in 4 to 5 minutes then vanished.","1/5/11",NA
"15393","12/2/10 21:30","Uniontown","PA","Triangle","I was taking my girlfriend home when we saw a bright light shinning about 20 feet higher than the telephone poles. As I slowed down to","1/5/11",5
"15394","12/2/10 12:00","Mount Lavinia (Sri Lanka)","","Triangle","When i was out a triangle shaped lights just flew over.","1/5/11",NA
"15395","12/1/10 21:30","Orinda","CA","Triangle","Silent, triangle shaped craft, white light tipped, slowly moving over Easy Bay Area hills","1/5/11",3
"15396","12/1/10 09:30","Carterville","IL","Triangle","this did NOT fly like a plane as the speed was to fast and stopped to suddenly then seemed to go stait up out to space it was clear","1/31/11",NA
"15397","11/30/10 18:00","Menifee","CA","Triangle","Huge black Triangle shape, all lit up,bright white lights, flying very low,slow speed and constant low humming sound","1/5/11",12
"15398","11/30/10 00:00","Sedalia","MO","Triangle","Triangular space craft over fight club in sedalia, mo 11/31/10.","11/19/12",4
"15399","11/28/10 22:00","Anaheim","CA","Triangle","Low flying, triangular shaped, series of dimly lit orange lights","1/5/11",20
"15400","11/28/10 19:00","Columbus","OH","Triangle","Triangle UFO seen near Port Columbus International Airport was ''wobbly''.","1/5/11",10
"15401","11/28/10 18:30","Troy","MI","Triangle","Unusual Triangular Craft","1/5/11",5
"15402","11/28/10 17:30","Mount Isa (Australia)","","Triangle","triangle lights over mount isa during carols by candlelight","1/5/11",5
"15403","11/27/10 23:30","Ocean City","MD","Triangle","UFO over Ocean City, Maryland","1/31/11",1
"15404","11/26/10 02:00","Tucson","AZ","Triangle","Triangle aircraft with 3 lights above tucson","1/5/11",10
"15405","11/25/10 21:00","Corpus Christi","TX","Triangle","3 craft stayed still in the sky and one left","1/5/11",5
"15406","11/25/10 00:17","Daleville","VA","Triangle","a large ship the size of a few football feilds let four ships out and left","1/5/11",40
"15407","11/23/10 18:20","Rockford","IL","Triangle","Black ""shadow""(dim light outlined) triangular craft spotted gliding silently in night sky over Rockford, IL.","1/5/11",5
"15408","11/22/10 05:00","Bullhead City","AZ","Triangle","spirattic triangular light  bouncing about","1/5/11",20
"15409","11/21/10 22:00","Umatilla","OR","Triangle","A defined glowing oval shape moving with control.","1/5/11",30
"15410","11/19/10 21:00","Missoula","MT","Triangle","I saw a strange object that was just hovering, appeared to be a plane but planes don't hover.","1/5/11",5
"15411","11/19/10 20:04","Massillon","OH","Triangle","Triangular-shaped object flying low with white flashing lights over Perry Township in Massillon, Ohio.","11/21/10",6
"15412","11/19/10 19:00","Berlin (Assateague Island)","MD","Triangle","Three stationary lights in triangular pattern","1/5/11",20
"15413","11/17/10 17:30","Bluffton (on Collaton River)","SC","Triangle","My husband spotted what appeared to be something that resembled a small helicopter hovering completely silently at about the height of","11/21/10",2
"15414","11/17/10 11:00","Great Falls","MT","Triangle","flew low really low over the hotel i was walking my dog and heard a low click noise im an airfraft mechanic so i know its nothing ive s","11/21/10",1
"15415","11/17/10 07:15","Lebanon","IN","Triangle","V or triangle shaped object.","11/21/10",2
"15416","11/16/10 17:57","Rochester","MI","Triangle","Black triangle in Rochester, Michigan","11/21/10",3
"15417","11/15/10 20:20","Farmington","CT","Triangle","Triangular Craft spotted in CT.","11/21/10",2
"15418","11/15/10 10:34","Sioux Falls","SD","Triangle","light, triangle, airport","11/21/10",4
"15419","11/15/10 09:41","Bakersfield","CA","Triangle","I was in my backyard and I'd looked up and saw an object flying east bound silently.","11/21/10",NA
"15420","11/14/10 23:15","Rockford","IL","Triangle","Black ""shadow""(dim light outlined) triangular craft spotted gliding silently in night sky over Rockford, IL.","1/5/11",4
"15421","11/14/10 23:00","Rathdrum Prairie","ID","Triangle","triangle shaped object with 3 bright lights and 1 dull pulsating light underneath the craft it moved silently","11/21/10",NA
"15422","11/12/10 18:30","Harrison","ME","Triangle","Red tipped UFO over RT 35 in Harrison, Maine","1/5/11",5
"15423","11/12/10 18:30","Harrison","ME","Triangle","Red tipped UFO Triangular shape/diamond shape.","9/9/13",5
"15424","11/12/10 18:30","Harrison","ME","Triangle","DIAMOUND/TRIANGLE SHAPED CRAFT WITH RED LIGHTS ON EACH TIP -HARRISON, ME","2/8/11",5
"15425","11/12/10 10:48","Spokane","WA","Triangle","Slow moving triangular object in night sky disapeares into cloud.","11/21/10",10
"15426","11/11/10 23:15","Watertown","CT","Triangle","Triangular shaped object in the southwestern sky with white, red and green lcd lights.","11/21/10",20
"15427","11/10/10 21:40","Amarillo","TX","Triangle","11/10/2010 Unidentified Craft South Amarillo, TX","11/21/10",NA
"15428","11/10/10 21:00","Spruce Pine","NC","Triangle","Red and Yellow Prisms in the Sky over Appalachia","5/13/12",1
"15429","11/9/10 20:30","Damascus","VA","Triangle","My daughter and I saw a triangle shaped something with flashing red lights staying in the same place and not moving.  Then there were 2","11/21/10",45
