"Date","City","State","Shape","Duration","Summary","Poster"
2008-04-16,"Noblesville","IN","Triangle","3 minutes","V shaped objects seen in the night sky over central Indiana, USA","6/12/08"
2008-04-16,"Maumee","OH","Triangle","20 minutes","Blue lights in a trianular shape southwest of Maumee, Ohio","6/12/08"
2008-04-16,"Rockford","IL","Triangle"," 1 minutes","An engineer in the aero-engineering field could not identify a strange triangular object over northern Illinois.","8/12/08"
2008-04-16,"San Diego","CA","Triangle","5 seconds","Dark evening sky, triangular object moving fast, colorful lights reflecting off the evening mist, faded away","6/12/08"
2008-04-16,"Augusta","GA","Triangle","10 seconds","Flasing triangular lights in rural Georgia","6/12/08"
2008-04-15,"McHenry","IL","Triangle","4 minutes","Triangle shaped craft with bright white lights over Mchenry, IL at approx. 20:35.","6/12/08"
2008-04-12,"Destin","FL","Triangle","15 seconds","100 ft within the Okaloosa-Walton County line located on Highway 98, seven miles from Eglin AFB. 0420 hours I witnessed a triangular sh","6/12/08"
2008-04-10,"Urb La Marina (Spain)","","Triangle","20 seconds","Clear Costa Blanca sighting","6/12/08"
2008-04-10,"Hague","NY","Triangle","45 minute","My childern and I watch this object with red, white and green lights flutter in the sky for about 45 min.","6/12/08"
2008-04-10,"Denville","NJ","Triangle","10 minutes","Black Triangle In Deville NJ","6/12/08"
2008-04-07,"Salisbury","NH","Triangle","5 minutes","My husband and I were laying in bed, watching a movie, when we saw two flashing lights through our balcony door. We got up and went out","4/17/08"
2008-04-07,"Mediapolis","IA","Triangle","10 seconds","An object flying from the south slowed down near our house and then quickly flew toward the NW","6/12/08"
2008-04-06,"Oakville (Canada)","ON","Triangle","10 seconds","Single ship with three balls of light sent out from it","4/17/08"
2008-04-05,"Gibsonton","FL","Triangle","2 minutes","Black Triangle with white dots on each of the triangles angles viewed in riverview","6/12/08"
2008-04-05,"Green Bay","WI","Triangle","6 seconds","I was talking on the cell phone observing the sky and notice a very clear sky when all of sudden there were 9 bright orange lights form","6/12/08"
2008-04-04,"Pekin","IL","Triangle","less than 30 minutes","Triangular and low-flying aircraft sighted at my house.","4/17/08"
2008-04-04,"Gainesville","FL","Triangle","a 3 seconds","April 4, 2008, 10:14 pm, triangular formation of white lights forming one solid object over night sky in Gainesville, FL.","6/12/08"
2008-04-04,"Wichita","KS","Triangle","15 minutes","Black triangular/stealth shaped craft, white lights on craft made V-shape, craft appeared to move slowly, hover.","6/12/08"
2008-04-04,"Maui","HI","Triangle","","I was in Maui Hawaii for a vacation. I was on the deck of our condo around 9:30 at night looking at the stars and i saw i oddly bright","6/12/08"
2008-04-03,"Ashburn","VA","Triangle","3 minutes","It was 12:15am April 3, 2008. My mom and brother had just gone to bed, and i was awake in my room. I was just about to go to sleep when","4/17/08"
2008-04-02,"Evansville","IN","Triangle","2 minutes","Very dimly lit , low flying , silent triangular object spotted over Evansville, Indiana","4/17/08"
2008-04-02,"Jenera","OH","Triangle","5 minutes","Rounded triangular object  with green lights on the sides and a white blinking light on the back. ((NUFORC Note:  Student report.  PD))","1/10/09"
2008-04-02,"New Carrollton","MD","Triangle","3 minutes","Last night I saw something unusual in the night sky, this was not natural by any means it  happened very quickly but I saw enough to kn","4/17/08"
2008-04-01,"Port Richey","FL","Triangle","5 minutes","We returned from dinner at around 9:30pm in april when we seen something about as big as the house moving from east to west at slow spe","7/5/08"
2008-04-01,"Sydney (Australia)","","Triangle","20seconds","Triangular formation of lights moving reasonably low to the ground.","4/17/08"
2008-04-01,"Covina","CA","Triangle","1minute","Large Triangle shaped Lights(object) passed across the sky in total silence","4/17/08"
2008-03-31,"Newport","RI","Triangle","present","occuring right now","3/31/08"
2008-03-30,"Mattituck","NY","Triangle","10 minute","Bright light over Mattituck, Long Island, NY","4/17/08"
2008-03-29,"Lancaster","PA","Triangle","five minutes","Large triangle consisting of 3 inverted V shapes with pulsing red lighting, moved sideways & accelerated.","3/31/08"
2008-03-27,"Yakima","WA","Triangle","15 minute","Large, low flying triangle shaped aircraft over night skies in Yakima, WA","3/31/08"
2008-03-27,"Pope AFB","NC","Triangle","2hrs","Objects could be F-117s","6/12/08"
2008-03-27,"Jacksonville","FL","Triangle","","It was a V shapes craft with 7 dem lit lights. It looked like it was gliding and didnt make any noise. i saw it at about 10:30 pm and t","3/31/08"
2008-03-27,"Raleigh","NC","Triangle","15 seconds","Large triangle shaped object with 2 lights flying low to the ground over a major highway","3/31/08"
2008-03-26,"Greenbrier","AR","Triangle","10 seconds","When my mom, my brother, and I was riding home a triangular object flew over the highway and disappeared.","3/31/08"
2008-03-26,"Napa","CA","Triangle","3 minutes","Sighted two silent fast moving triangular craft with lights moving south to north over Napa California on 03-26-08.","3/31/08"
2008-03-26,"Benson","AZ","Triangle","20 minutes","The ufo was triangular with lights all aroung it I only saw it for a couple minutes but it was so awsome.","6/12/08"
2008-03-25,"Owasso","OK","Triangle","45 minutes","large triangle very load","3/31/08"
2008-03-24,"Sioux Falls","SD","Triangle"," 1 minute","Large triangular delta wing looking 10 to 15 lights not bright dull and dim it moved very fast.","3/31/08"
2008-03-24,"San Diego","CA","Triangle","10 seconds ()","San Diego, CA sighting","6/12/08"
2008-03-24,"Hastings","MI","Triangle","5 minutes","seen it driving, and pointed so other people in cars would see what i was pointing at.","3/31/08"
2008-03-24,"Chandler","AZ","Triangle","1 minutes","Triangular object with 3 lights hovered and disappaered","3/31/08"
2008-03-24,"Campbell Hall","NY","Triangle","30 minutes","2 hovering bright lights, no sound, over NY. Saw manta ray or triangle object flying very slow,whooshing sound","3/31/08"
2008-03-21,"Lexington","KY","Triangle","3 minutes","Three blinking dots in the shape of a triangle...similar to the one sighted in pasco terxas on March 14","3/31/08"
2008-03-20,"Humble","TX","Triangle","5 minutes","Triangular object hovering above tree tops.","6/3/10"
2008-03-19,"Austin","TX","Triangle","5 minute","Triangular or diamond-shaped craft produced rhythmic circular humming as it slowly flew by very low in the sky.","3/31/08"
2008-03-19,"Golden Valley","AZ","Triangle","","UFO spoted in Golden Valley Arizona on March 19,2008","3/31/08"
2008-03-19,"Lenhartsville Exit (Interstate 78)","PA","Triangle","","Truck driver witnesses peculiar object hovering over empty field in Berks County, Pennsylvania.","3/31/08"
2008-03-19,"Scottsdale","AZ","Triangle","2 minute","Triangular shaped craft hovering over a desert /mountain area of  N. E. Scottsdale","3/31/08"
2008-03-18,"Gibson","GA","Triangle","25 seconds","Three sided  stationary object turning clockwise in sky","3/31/08"
2008-03-18,"Gosport","KY","Triangle","2 hrs","I saw a triangle shaped object with multi colored lights that made no noise and landed in the woods","3/31/08"
2008-03-17,"Lake Villa","IL","Triangle"," 1 minutes","TRIANGLE ARRANGED LIGHTS IN LAKE COUNTY, ILLINOIS.  ((NUFORC Note:  Possible sighting of U. S. Navy NOSS satellites?  PD))","7/5/08"
2008-03-16,"Birmingham","AL","Triangle","20 seconds","Light blue triangle over Southern Pines subdivision","3/31/08"
2008-03-16,"Little Rock","IA","Triangle","35 seconds","blueish green triangular object 0230 little rock ia going north then suddenly south lasted 30+ secs","6/12/08"
2008-03-16,"West Haven","CT","Triangle"," 10 minutes","the craft sat motionless in the air for about 10 minutes, and then shot off at incredible speed.","6/12/08"
2008-03-15,"Winston-Salem","NC","Triangle","3 minute","red white and blue lights rippling black on the bottom huge!!","3/19/09"
2008-03-13,"Sandston","VA","Triangle","1 hour","Bright, Silent & Hovering","6/12/08"
2008-03-11,"Challis","ID","Triangle","1 minutes","Triangular formation of lights with fourth light out of formation traveling slowly and quietly.","3/31/08"
2008-03-05,"Jacksonville","FL","Triangle","3 seconds","Large, silent, triangles in Jacksonville, FL","3/10/11"
2008-03-05,"Fort Lauderdale","FL","Triangle","10 seconds","red blinking object..very small moving at steady speed..then vanished","3/31/08"
2008-03-04,"Missoula","MT","Triangle","5 minutes","Reddish-Orange Object Above Blue Mountain - Missoula, Montana","3/31/08"
2008-03-04,"Homestead AFB","FL","Triangle","1","slow flying huge object near airforce base.","6/12/08"
2008-03-03,"Bloomingdale","GA","Triangle","5 minutes","Triangle shaped silver object hovering 100ft above tree line on Hwy 80 tilted downward and shot off","3/4/08"
2008-03-02,"Millbrae","CA","Triangle","30 seconds","Spotted UFO: lights in the form of a triangle ascending into the sky (Millbrae, CA)","3/4/08"
2008-03-01,"Jefferson City","MO","Triangle"," 20 seconds","I got home and was walking up the driveway to go in the front door of the house and I looked up and saw a pretty big triangle flying w","3/4/08"
2008-03-01,"Tucson","AZ","Triangle","1 hour","North Tucson sighting near Mt. Lemmon.  Moved South, 3 lights moved in formation and fourth light below it moved across sky until it di","3/4/08"
2008-02-29,"Minneapolis (near; Hwy 81)","KS","Triangle","2 minutes","triangular craft with white lights at each point and dimmer lights in the middle.","4/17/08"
2008-02-28,"Allendale","CA","Triangle","30 minutes","3 Triangle ufos over Allendale, Ca  ((NUFORC Note:  Student report.  Possible hoax, we wonder.  PD))","3/4/08"
2008-02-27,"Owasso","OK","Triangle","","it was triangular with white lights on the side and red in the back.","3/31/08"
2008-02-27,"Alpine","TX","Triangle","45 seconds","triangular shaped object with green steady lights moving slowly with no sound and disappeared.","3/4/08"
2008-02-27,"Havelock","NC","Triangle","4 minutes","At 7:44 PM, on February 27th 2008, I was on my way home when I saw a massive object on the corner of my eye. I looked to see what it wa","3/4/08"
2008-02-27,"College Station","TX","Triangle","30 seconds","college station V shaped lights.","3/4/08"
2008-02-27,"Tacoma","WA","Triangle","6 seconds","Silent, Triangle shaped craft over Tacoma, WA","3/4/08"
2008-02-26,"Green Valley","AZ","Triangle","15 minutes","Live Green valley. Saw craft over the hills to the East far off in the distance. Craft appeard to remain very stationary, or or times t","3/4/08"
2008-02-26,"Green Valley","AZ","Triangle","2 hours","Triiangular object seen over Green Valley, AZ 2/26/08","3/4/08"
2008-02-26,"Long Beach","CA","Triangle"," 5 seconds","White colored upside down V shaped light/craft.","3/4/08"
2008-02-26,"Dallas","TX","Triangle","1 1/2 minute","Triangular craft slow and low over Dallas.","3/31/08"
2008-02-25,"Benicia","CA","Triangle","2 minutes","Midday sighting of UFO with apparent intercept attempt","7/5/08"
2008-02-25,"Napier (New Zealand)","","Triangle"," 15 minutes","Black Triangles","10/31/08"
2008-02-22,"Murrieta","CA","Triangle","Five minutes","Triangled shaped craft in Murrieta, CA","3/4/08"
2008-02-20,"St. Louis","MO","Triangle","45 seconds","triangle shape w/lights kinda transparent with fluid movement","3/4/08"
2008-02-20,"Claxton","GA","Triangle"," twenty m","Simular wing lines to the \"War of the Worlds\" movie.","1/10/09"
2008-02-19,"Tucson","AZ","Triangle","About 15 minutes","This shape reminded me of the Phoenix lights because it was a Triangle.","3/4/08"
2008-02-19,"Longmont","CO","Triangle","1 hour+","((HOAX??))  LONGMONT, COLORADO-MASSIVE TRIANGLE FOR ATY LEAST 1 HOUR","3/4/08"
2008-02-18,"Loves Park","IL","Triangle","3 minutes","Triangle object with 3 lights , disappeared behind cloud","3/4/08"
2008-02-17,"Haslett","MI","Triangle","2 minutes","Friend and I were coming back from picking her check up when we noticed a big triangle shaped object flying slow and very low over some","3/4/08"
2008-02-16,"San Francisco","CA","Triangle","20 seconds","3 bright lights in triangle pattern stationary over SF Bay","3/4/08"
2008-02-15,"Dasuya (India)","","Triangle","15 seconds","((HOAX??))  It was the festival of Dipawali in India.  Suddenly I noticed a triangle shape.","3/4/08"
2008-02-13,"Miami Beach","FL","Triangle","3 minute","2 Silent, Motionless objects over causeway to Miami Beach","2/14/08"
2008-02-12,"Jenison","MI","Triangle","10 minutes","Strange, slow moving black triangle seen.","2/14/08"
2008-02-12,"Newport","OR","Triangle","3hrs","newport,oregon  ufo","2/14/08"
2008-02-11,"Tijeras","NM","Triangle","ufo","Triangle Ufo","2/14/08"
2008-02-10,"Parkersburg (outside of)","WV","Triangle","2 minutes.","2 Witness's  Saw A Stationary Object Hovering Near A Cell Phone Tower. \"Object was Hugh\" Changed from Red To  Amber Color \"No Sound\"","2/14/08"
2008-02-09,"Baileyton","TN","Triangle","8 minutes","An amazing sighting of a UFO in Tennessee was filmed.","3/4/08"
2008-02-08,"Havre","MT","Triangle","2.5 hours","Mutiple wtinesses see UFO over Havre Montana","2/14/08"
2008-02-05,"Colorado Springs/Fountain","CO","Triangle","15 minutes","Witnessed multiple low flying triangular crafts with bright lights outlining its shape. Seen near military base.","2/14/08"
2008-02-04,"Easton","PA","Triangle","3 minutes","Triangular craft blue lights.","2/14/08"
2008-02-01,"Apache Junction","AZ","Triangle","2 minutes","Object was spotted at the southern tip of Superstition Mountain as I was driving East on U.S. 60.  Object appeared metallic in nature.","3/31/08"
2008-02-01,"Orlando","FL","Triangle"," 10 minute","WE WERE ON THE HIGHWAY AND THERE WAS ONLY 2 MORE CARS WITH US. ONE IN THE FRONT AND ONE IN THE BACK.(I DONT KNOW IF THEY SAW IT TOO, I","2/14/08"
2008-02-01,"Delray Beach","FL","Triangle","NIGHTTIME","LIVE CAMERA ON BEACH FROZE ON THESE IMAGES & WILL NOT RECOVER.","2/14/08"
